,Team,Conf,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,Seed,Result,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,ADJ_T,WAB,Win%
233,2008_Indiana,B10,33,25,114.824,95.856,0.88903,52.368,47.356,20.095,8.0,64.0,19.8245,36.157,29.133,41.937,31.06,52.34,45.151,34.9169,34.1109,34.9153,35.7218,66.8127,4.717,0.7575757575757576
234,2008_Mississippi_St_,SEC,34,23,108.574,92.017,0.870234,52.273,42.53,21.4182,8.0,32.0,17.832,34.797,32.7156,39.099,28.025,53.321,39.81,33.4234,31.728,36.6107,35.1201,66.8123,0.642,0.6764705882352942
235,2008_BYU,MWC,35,27,106.7106,90.811,0.864935,53.242,43.24,20.1102,8.0,64.0,19.7254,30.6254,26.43,37.3144,30.554,51.652,42.814,37.374,29.53,38.867,29.734,68.573,2.629,0.7714285714285715
236,2008_Miami_FL,ACC,34,23,112.341,96.061,0.857637,49.2187,47.046,19.046,7.0,32.0,20.6193,35.185,34.0228,39.293,35.4146,45.7268,43.724,37.953,35.62,31.0246,34.1162,66.0149,1.633,0.6764705882352942
237,2008_Arkansas,SEC,35,23,111.547,95.451,0.857038,51.987,48.41,21.8204,9.0,32.0,21.217,37.624,31.9128,37.9129,35.6153,52.34,47.4118,34.1205,33.578,30.3267,34.618,66.9122,0.643,0.6571428571428571
238,2008_Baylor,B12,32,21,116.69,100.5127,0.84614,51.987,48.398,17.213,11.0,64.0,19.4268,32.02,32.9165,35.9196,39.5229,49.6115,46.59,37.374,35.1166,36.5108,29.936,70.031,1.535,0.65625
239,2008_Oregon,P10,32,18,118.75,102.5168,0.844441,55.87,50.3189,18.43,9.0,64.0,16.4339,32.02,31.094,36.7162,34.3125,53.813,50.4248,39.221,33.473,39.855,35.3206,66.3139,0.839,0.5625
240,2008_UNLV,MWC,35,27,109.663,94.845,0.840543,48.6214,46.329,16.78,8.0,32.0,22.3105,29.1284,32.314,33.3255,32.487,47.8195,47.0106,33.2246,30.16,39.855,36.6243,64.5205,2.331,0.7714285714285715
241,2008_Saint_Mary_s,WCC,32,25,108.278,93.832,0.837445,52.465,44.814,19.568,10.0,64.0,21.615,35.573,31.4113,39.099,30.756,51.652,44.127,35.8135,31.322,38.081,25.96,66.713,1.337,0.78125
242,2008_Villanova,BE,35,22,108.673,94.438,0.832846,49.1195,51.1224,20.513,12.0,16.0,23.649,36.253,31.094,38.9107,46.4322,47.8195,48.6177,34.4193,36.5254,34.9153,40.932,67.793,0.3445,0.6285714285714286
243,2008_Oklahoma,B12,35,23,108.279,94.236,0.829947,50.1157,47.046,19.778,6.0,32.0,20.2214,33.4144,30.261,38.711,30.348,49.0139,46.073,34.8172,32.645,33.6181,34.7184,63.4257,2.827,0.6571428571428571
244,2008_Western_Kentucky,SB,36,29,110.553,96.464,0.827248,53.638,47.253,20.2105,12.0,16.0,24.918,36.736,33.4192,36.0191,48.833,51.168,46.282,39.025,32.957,32.7208,32.296,68.088,0.3146,0.8055555555555556
245,2008_Saint_Joseph_s,A10,34,21,114.625,100.1117,0.824749,54.614,50.6203,19.356,11.0,64.0,21.5156,32.5178,34.0228,39.783,33.3104,52.83,47.7133,38.633,37.0274,35.6132,37.6268,63.7246,-1.269,0.6176470588235294
246,2008_Vanderbilt,SEC,34,26,112.142,98.695,0.813854,54.123,49.7159,19.883,4.0,64.0,20.5198,31.024,33.5203,38.3121,32.08,50.682,48.3163,39.911,35.0159,38.179,33.6142,68.764,3.823,0.7647058823529411
247,2008_Kent_St_,MAC,35,28,106.7105,94.539,0.80146,52.561,46.638,22.524,9.0,64.0,25.015,35.769,35.6283,41.149,37.819,50.974,46.073,37.374,31.728,30.4262,33.1126,64.9192,2.43,0.8
248,2008_Temple,A10,34,21,111.944,99.8113,0.789266,54.123,49.1126,19.148,12.0,64.0,19.3272,28.5294,32.4141,35.3207,31.874,53.321,46.59,36.987,35.7205,39.46,37.2253,63.9236,-1.677,0.6176470588235294
249,2008_Kentucky,SEC,31,18,107.392,95.855,0.788068,52.753,45.018,23.7293,11.0,64.0,19.7254,32.916,33.8214,41.149,42.4285,51.556,43.116,36.987,32.645,31.5238,33.3134,62.6283,-1.166,0.5806451612903226
250,2008_South_Alabama,SB,33,26,111.348,100.3123,0.767974,53.929,48.41,20.6139,10.0,64.0,20.4204,37.92,30.569,46.013,31.06,53.321,47.3115,36.891,33.578,33.7179,37.5265,65.0186,-0.1756,0.7878787878787878
251,2008_Oral_Roberts,Sum,33,24,102.9168,93.731,0.747281,49.9166,44.814,19.253,13.0,64.0,20.7189,33.1153,31.311,40.756,29.544,47.1225,42.61,36.891,33.79,33.5185,27.311,64.0227,-0.965,0.7272727272727273
252,2008_George_Mason,CAA,34,23,108.87,99.4105,0.737986,52.368,47.563,18.739,12.0,64.0,18.4302,32.02,27.912,39.881,27.017,52.437,46.487,34.7178,33.268,33.2195,33.1126,62.0295,-3.599,0.6764705882352942
253,2008_Georgia,SEC,34,17,103.9148,95.652,0.72349,47.8251,48.185,21.8204,14.0,64.0,19.0281,37.228,31.6117,32.1272,33.6109,47.1225,49.1196,32.9259,30.916,31.4239,35.0198,64.9189,-3.8107,0.5
254,2008_Siena,MAAC,34,23,107.687,100.0115,0.700994,50.5143,51.8249,15.95,13.0,32.0,24.624,31.4227,36.5304,36.3179,25.48,48.1177,49.5209,37.471,37.6296,30.4262,34.2164,67.41,-3.7103,0.6764705882352942
255,2008_Cal_St__Fullerton,BW,32,23,109.959,102.6172,0.687898,54.222,52.7281,18.326,14.0,64.0,23.649,32.6172,30.261,32.3266,32.994,52.34,51.2273,38.437,37.0274,35.8125,33.4138,72.51,-3.194,0.71875
256,2008_Winthrop,BSth,34,22,97.1249,91.714,0.6606111,49.6177,46.638,19.883,13.0,64.0,23.359,33.2152,29.237,35.6201,33.6109,46.7238,46.796,37.28,31.018,31.9225,42.3331,61.83,-4.2112,0.6470588235294118
257,2008_San_Diego,WCC,36,22,100.8191,95.248,0.6583112,49.4182,49.0122,22.1223,13.0,32.0,23.457,32.1195,30.569,35.7199,33.7114,48.815,48.3163,33.9215,33.79,26.932,29.232,63.6254,-3.8108,0.6111111111111112
258,2008_Portland_St_,BSky,33,23,107.689,102.7173,0.6308119,54.419,50.6203,21.5192,16.0,64.0,22.1118,34.1114,31.7121,37.8132,34.9139,50.877,49.722,39.712,34.8145,41.235,33.8149,66.4138,-3.396,0.696969696969697
259,2008_Cornell,Ivy,28,22,108.377,104.5202,0.6016126,55.49,49.1126,19.989,14.0,64.0,20.9181,28.6293,31.311,33.8243,34.6132,52.533,46.384,40.47,36.5254,35.4141,33.7145,68.181,-1.268,0.7857142857142857
260,2008_Boise_St_,WAC,34,25,106.6109,103.2181,0.5936133,57.12,50.3189,21.2175,14.0,64.0,19.5264,30.4258,29.442,39.783,33.6109,56.23,49.1196,39.221,35.2174,35.6132,32.195,71.217,-2.382,0.7352941176470589
261,2008_UMBC,AE,33,24,111.15,108.428,0.5701139,51.987,50.8211,14.52,15.0,64.0,18.9286,31.821,33.6208,33.5248,28.432,49.0139,49.0192,38.437,36.1227,33.0199,35.7218,64.4215,-2.89,0.7272727272727273
262,2008_Belmont,ASun,34,25,106.6108,104.7209,0.5521145,53.242,51.9251,20.4124,15.0,64.0,22.499,33.5137,30.569,33.8243,35.6153,52.144,51.9291,36.3109,34.6135,47.17,34.4173,69.538,-3.498,0.7352941176470589
263,2008_American,Pat,33,21,106.2113,105.2219,0.5256155,52.273,47.769,22.524,15.0,64.0,19.7254,32.916,30.057,41.347,38.9214,46.2253,45.048,40.83,35.0159,40.25,35.6214,61.0315,-5.714,0.6363636363636364
264,2008_Austin_Peay,OVC,35,24,103.1162,103.6189,0.4869164,51.797,54.2319,18.326,15.0,64.0,24.333,30.2261,32.7156,44.32,32.79,48.4167,53.0312,38.242,37.4289,37.393,40.0312,65.5169,-5.1132,0.6857142857142857
265,2008_Mount_St__Mary_s,NEC,34,19,99.9209,100.8137,0.472817,49.817,47.253,20.8153,16.0,64.0,21.5156,29.827,33.4192,38.711,38.0196,47.9187,46.796,36.1116,32.236,30.4262,30.445,65.9153,-9.3191,0.5588235294117647
266,2008_UT_Arlington,Slnd,33,21,100.919,103.7192,0.4220185,52.368,47.563,24.0301,16.0,64.0,20.7189,31.9204,31.094,41.443,38.821,52.533,46.693,34.6182,32.645,31.1243,41.2324,68.766,-6.916,0.6363636363636364
267,2008_Coppin_St_,MEAC,36,15,92.4312,105.7231,0.1741294,43.5332,50.4195,22.2226,16.0,64.0,24.918,31.7214,38.3332,36.6166,39.9239,42.0327,49.1196,32.0285,34.9154,24.4335,37.8274,62.1292,-12.9268,0.4166666666666667
268,2008_Mississippi_Valley_St_,SWAC,33,17,90.7323,105.3221,0.1521307,43.4334,49.8163,21.7202,16.0,64.0,22.874,32.219,34.6251,40.367,36.9177,40.7334,50.926,34.2198,31.627,24.8331,31.574,63.2261,-9.9202,0.5151515151515151
269,2013_Louisville,BE,40,35,117.08,86.02,0.97181,50.683,44.832,18.378,1.0,1.0,27.02,38.216,33.3243,40.067,34.9143,50.847,43.436,33.3197,31.868,30.0263,33.3183,65.8119,9.01,0.875
270,2013_Florida,SEC,37,29,116.99,87.14,0.96702,55.26,43.39,17.85,3.0,8.0,22.543,34.288,28.451,31.0294,29.948,54.38,41.87,37.826,31.042,39.54,32.8159,61.5297,4.219,0.7837837837837838
271,2013_Indiana,B10,36,29,122.02,91.216,0.96603,54.79,44.015,19.3133,1.0,16.0,20.9115,39.07,31.4148,45.86,27.017,52.025,43.229,40.35,30.429,32.319,32.8159,66.492,7.73,0.8055555555555556
272,2013_Gonzaga,WCC,34,31,120.13,91.62,0.95734,54.98,44.933,17.229,1.0,32.0,20.8125,37.821,29.884,40.848,29.948,55.06,42.11,36.558,32.9113,31.5212,38.8325,63.8214,7.82,0.9117647058823529
273,2013_Syracuse,BE,40,30,113.822,88.46,0.94805,49.0141,42.65,18.9112,4.0,4.0,23.619,38.88,34.5284,36.8146,35.4156,48.5126,42.619,33.4191,28.43,30.4251,40.3333,64.0203,5.113,0.75
274,2013_Michigan,B10,38,30,122.61,95.35,0.94786,54.611,48.0142,14.61,4.0,2.0,18.7241,32.5137,29.471,28.4329,22.71,53.411,47.6175,37.924,32.6102,34.2143,33.6193,63.523,6.211,0.7894736842105263
275,2013_Kansas,B12,37,31,112.829,87.65,0.94787,53.324,41.51,20.3192,1.0,16.0,18.426,33.898,29.369,39.58,32.076,52.913,39.31,36.462,30.326,29.028,35.6264,66.396,7.55,0.8378378378378378
276,2013_Duke,ACC,36,30,119.54,93.032,0.94728,53.917,45.55,15.64,2.0,8.0,20.4144,28.8267,32.3186,39.287,32.787,50.847,46.212,39.97,29.09,33.3161,26.922,66.49,7.64,0.8333333333333334
277,2013_Ohio_St_,B10,37,29,114.714,90.914,0.93579,50.683,45.446,16.21,2.0,8.0,20.7131,31.8159,28.244,35.5185,29.543,49.487,43.639,35.684,32.49,31.0234,36.2288,63.9208,7.26,0.7837837837837838
278,2013_Wisconsin,B10,35,23,108.274,85.91,0.93441,48.6159,43.07,15.75,5.0,64.0,18.0278,32.6134,26.917,29.7317,25.78,48.0153,42.824,33.0211,28.96,40.031,24.97,60.6315,4.617,0.6571428571428571
279,2013_Michigan_St_,B10,35,26,112.431,89.38,0.933811,50.683,44.527,20.8224,3.0,16.0,19.2213,36.141,27.633,36.6154,32.482,50.455,44.357,34.1154,30.122,27.2302,34.3216,63.1247,6.78,0.7428571428571429
280,2013_Georgetown,BE,32,25,108.768,86.53,0.932112,51.171,43.07,20.1178,2.0,64.0,22.445,30.4217,31.0131,36.8146,35.3154,50.261,41.44,35.395,30.739,32.9174,34.0202,61.1301,6.59,0.78125
281,2013_Arizona,P12,35,27,115.711,93.736,0.918013,52.539,46.684,19.5143,6.0,16.0,19.8177,35.063,26.715,37.4127,32.996,50.651,43.436,37.141,35.8262,37.555,30.995,65.5135,4.616,0.7714285714285715
282,2013_VCU,A10,36,27,115.013,93.434,0.916114,51.366,49.9226,16.921,5.0,32.0,28.51,36.635,34.7292,29.8316,40.3271,50.554,50.1268,35.1104,32.9113,35.797,32.9166,66.878,2.727,0.75
283,2013_Pittsburgh,BE,33,24,114.119,92.73,0.915815,51.754,44.629,18.165,8.0,64.0,22.058,40.44,30.093,37.5122,36.4181,51.535,44.05,34.9115,30.429,26.3313,35.4258,58.9341,3.125,0.7272727272727273
284,2013_Miami_FL,ACC,36,29,113.624,92.426,0.914716,51.949,45.758,16.716,2.0,16.0,18.426,31.3183,28.451,34.6212,28.325,50.651,44.05,36.268,32.6102,35.6103,34.9239,61.7292,6.41,0.8055555555555556
285,2013_Saint_Louis,A10,35,28,109.262,88.97,0.914117,50.494,45.55,17.642,4.0,32.0,23.619,27.9291,29.164,44.02,35.0148,50.068,44.154,34.0158,33.1122,34.1145,26.619,63.3235,3.92,0.8
286,2013_Creighton,MVC,36,28,117.77,96.469,0.907818,58.21,45.966,18.9112,7.0,32.0,16.1327,28.8267,27.227,34.2226,26.113,55.73,45.59,41.41,31.248,39.441,33.2179,63.9212,3.622,0.7777777777777778
287,2013_Wichita_St_,MVC,39,30,111.934,92.427,0.899819,50.0104,45.341,19.4137,9.0,4.0,20.0169,38.018,26.512,36.5155,38.3235,49.682,43.639,33.9164,32.282,35.3108,36.6299,63.7219,2.331,0.7692307692307693
288,2013_Minnesota,B10,34,21,113.723,94.139,0.89832,49.3125,45.655,21.6264,11.0,32.0,20.2153,43.61,33.2235,41.637,36.7192,48.8111,42.824,33.7172,33.917,29.7267,34.7237,62.826,2.132,0.6176470588235294
289,2013_Marquette,BE,35,26,114.02,94.748,0.894421,49.6112,46.273,20.9233,3.0,8.0,19.5196,38.414,33.1229,40.945,31.773,51.633,44.976,29.6321,32.385,26.9304,35.9275,63.324,4.518,0.7428571428571429
290,2013_Oklahoma_St_,B12,33,24,108.865,90.413,0.894122,48.8149,44.527,18.27,5.0,64.0,21.773,31.3183,30.8123,40.556,35.1151,49.585,42.414,31.6267,32.49,31.322,34.3216,66.0113,3.224,0.7272727272727273
291,2013_Saint_Mary_s,WCC,34,27,115.312,96.468,0.886924,53.72,47.1111,18.378,11.0,64.0,17.9282,36.931,25.04,37.0137,36.9199,52.319,44.05,37.335,36.7295,37.555,28.74,63.5229,2.728,0.7941176470588235
292,2013_North_Carolina,ACC,35,24,112.73,94.546,0.883225,49.3125,48.0142,17.229,8.0,32.0,21.581,34.676,31.6158,28.2333,27.118,46.3224,46.3124,37.236,34.4201,30.9236,32.4146,70.08,2.629,0.6857142857142857
293,2013_Kansas_St_,B12,34,26,114.316,95.961,0.882826,49.1135,47.5125,18.27,4.0,64.0,22.252,38.513,33.8256,31.7275,36.8195,46.8201,46.5128,35.875,33.3139,32.9174,29.149,61.7294,5.412,0.7647058823529411
294,2013_Missouri,SEC,34,23,114.615,96.672,0.876227,51.27,46.171,18.9112,9.0,64.0,17.6287,38.71,28.656,35.0207,29.745,51.438,44.154,33.9164,33.2129,31.5212,34.9239,66.31,1.34,0.6764705882352942
295,2013_Iowa_St_,B12,35,23,118.35,99.813,0.875728,53.819,48.0142,18.588,10.0,32.0,18.6246,34.288,28.553,33.0252,32.787,51.928,48.822,37.433,31.145,43.88,33.3183,68.237,0.743,0.6571428571428571
296,2013_UNLV,MWC,34,24,105.9112,89.89,0.86903,48.9144,44.117,20.2185,5.0,64.0,18.5254,33.3114,27.124,36.7151,29.644,48.9101,42.619,32.623,31.663,34.7128,31.7122,68.043,1.834,0.7058823529411765
297,2013_Colorado_St_,MWC,33,24,117.86,99.9134,0.869031,49.213,48.6165,17.229,8.0,32.0,16.5321,41.42,23.21,44.119,36.4181,48.4131,47.1156,34.1154,34.1183,27.3299,37.0305,63.5231,2.033,0.7272727272727273
298,2013_San_Diego_St_,MWC,32,21,107.189,90.915,0.868232,48.5168,44.731,18.165,7.0,32.0,18.2268,31.8159,27.939,35.3194,28.93,48.3137,43.335,32.7223,31.868,32.4185,32.4146,65.5134,0.4946,0.65625
299,2013_Notre_Dame,BE,35,25,114.118,96.975,0.867233,52.244,46.894,17.642,7.0,64.0,16.0329,34.094,29.572,32.0271,24.64,50.651,45.9109,37.048,32.599,32.02,29.253,60.3321,3.821,0.7142857142857143
300,2013_Illinois,B10,34,21,110.84,94.242,0.865834,47.5223,48.7171,17.642,7.0,32.0,21.773,33.6103,33.0223,31.0294,36.0173,47.4177,47.4167,31.7263,34.1183,41.524,35.7267,64.7177,2.43,0.6176470588235294
301,2013_Oregon,P12,37,28,105.9111,90.112,0.865735,49.3125,46.478,21.4254,12.0,16.0,22.058,35.848,27.227,38.41,33.3107,49.198,44.976,33.3197,33.4149,27.3299,29.87,67.848,2.926,0.7567567567567568
302,2013_Memphis,CUSA,36,31,107.583,91.518,0.865036,52.441,45.55,20.7214,6.0,32.0,22.156,35.652,31.1135,37.2134,34.9143,51.141,43.845,37.236,33.0118,28.6285,30.481,67.944,4.715,0.8611111111111112
303,2013_Cincinnati,BE,34,22,105.5116,89.91,0.864137,46.2272,43.39,19.4137,10.0,64.0,20.3152,38.71,29.884,35.5185,32.787,45.5258,42.311,31.6267,30.429,37.162,30.481,64.2195,1.735,0.6470588235294118
304,2013_New_Mexico,MWC,35,29,108.273,92.628,0.857739,48.4173,45.966,17.642,3.0,64.0,19.5196,29.3245,27.633,45.79,25.78,46.1229,42.08,35.1104,34.6216,34.7128,39.1328,64.12,7.07,0.8285714285714286
305,2013_N_C__State,ACC,35,24,116.41,99.6126,0.85764,54.215,46.894,18.063,8.0,64.0,16.6319,34.772,32.6198,40.945,29.033,52.816,47.5169,39.111,30.223,23.7336,32.3142,66.779,0.0052,0.6857142857142857
306,2013_Butler,A10,35,26,110.445,94.647,0.855541,50.78,46.786,20.2185,6.0,32.0,17.4298,35.944,26.311,38.41,36.1175,50.261,45.383,34.3142,33.2129,35.891,30.481,63.3236,4.814,0.7428571428571429
307,2013_La_Salle,A10,34,24,113.225,97.791,0.844842,51.949,49.3199,17.127,13.0,16.0,21.393,29.0258,34.2269,31.3285,28.527,49.391,50.6277,37.728,30.223,36.085,24.66,64.7181,0.4747,0.7058823529411765
308,2013_Colorado,P12,33,21,106.1108,91.721,0.842343,48.318,45.966,20.017,10.0,64.0,19.4204,33.6103,30.4106,40.945,25.37,47.0192,44.77,34.4141,32.075,28.9282,36.5296,64.2194,1.439,0.6363636363636364
309,2013_Middle_Tennessee,SB,34,28,106.697,92.225,0.841544,51.171,44.422,20.7214,11.0,64.0,23.619,36.537,29.062,41.439,42.8305,49.293,43.948,37.728,30.326,26.2316,31.7122,63.5225,1.042,0.8235294117647058
310,2013_Villanova,BE,33,19,106.4102,92.124,0.840345,47.3233,47.3114,22.9311,9.0,64.0,22.058,33.1121,29.572,50.61,40.9279,46.0234,42.414,33.2203,37.331,35.3108,35.9275,66.493,0.305,0.5757575757575758
311,2013_UCLA,P12,35,25,111.237,96.367,0.838546,49.1135,47.5125,15.87,6.0,64.0,19.9174,30.7204,34.0261,33.125,24.64,48.9101,46.9142,33.3197,32.49,24.133,30.891,68.333,3.323,0.7142857142857143
312,2013_Oklahoma,B12,32,20,111.835,97.279,0.833848,47.8211,47.412,17.539,10.0,64.0,19.6191,33.2118,31.5155,35.419,31.468,47.6172,46.4126,32.324,32.9113,26.7306,34.3216,65.4139,0.3848,0.625
313,2013_Mississippi,SEC,36,27,111.236,97.077,0.828351,49.1135,46.478,15.98,12.0,32.0,21.581,34.19,31.8164,38.893,31.164,49.487,46.212,32.4237,31.352,33.017,36.3291,69.516,1.736,0.75
314,2013_Boise_St_,MWC,30,19,113.226,98.8112,0.827052,51.852,51.4277,18.484,13.0,64.0,20.0169,30.3221,24.43,33.7235,42.2296,48.4131,51.0286,38.714,34.822,35.1113,37.3311,64.9163,-0.1159,0.6333333333333333
315,2013_Temple,A10,34,24,111.933,98.3105,0.816255,49.0141,49.0188,15.98,9.0,32.0,20.1164,30.8203,31.4148,35.6183,34.1127,48.8111,47.3163,32.8218,35.3241,37.359,29.56,65.5137,1.637,0.7058823529411765
316,2013_California,P12,33,21,106.51,93.937,0.810957,48.0199,44.321,18.9112,12.0,32.0,16.8317,32.5137,30.7117,31.2288,32.585,48.8111,41.76,30.2314,33.6159,23.6337,29.356,65.2147,0.545,0.6363636363636364
317,2013_Belmont,OVC,31,24,110.346,97.484,0.807558,56.52,48.0142,19.6151,11.0,64.0,25.09,29.7237,34.2269,32.8258,37.0201,56.91,46.7137,37.236,33.5152,39.935,36.8303,66.0111,0.3549,0.7741935483870968
318,2013_Davidson,SC,33,25,112.132,99.5124,0.798361,53.126,45.341,17.023,14.0,64.0,18.8235,29.0258,28.553,38.992,36.4181,52.025,44.357,36.657,32.179,38.549,26.216,63.9209,-1.268,0.7575757575757576
319,2013_Bucknell,Pat,33,27,106.1107,94.443,0.793162,49.6112,42.54,15.12,11.0,64.0,14.1347,29.3245,24.32,35.7182,29.442,48.3137,41.13,35.875,30.533,24.3328,30.891,62.1277,1.241,0.8181818181818182
320,2013_Valparaiso,Horz,33,25,109.953,99.7128,0.755375,55.75,46.273,21.8273,14.0,64.0,19.5196,31.2188,28.244,41.735,36.8195,55.73,44.564,37.141,33.8165,40.031,26.216,64.3191,-0.663,0.7575757575757576
321,2013_Akron,MAC,32,25,104.8124,95.756,0.739181,51.074,44.629,20.8224,12.0,64.0,20.2153,37.622,30.5109,36.9142,35.0148,52.124,42.721,32.7223,32.811,36.57,29.457,65.115,0.644,0.78125
322,2013_New_Mexico_St_,WAC,34,23,103.9142,96.67,0.697694,49.3125,45.446,21.9275,13.0,64.0,18.6246,36.931,29.884,47.03,30.758,49.877,43.229,31.8259,33.917,23.8335,29.665,63.7216,-2.986,0.6764705882352942
323,2013_Florida_Gulf_Coast,ASun,35,24,104.8125,97.586,0.696395,51.657,46.9101,21.0239,15.0,16.0,22.156,32.5137,32.8209,35.2201,32.787,52.319,46.9142,33.4191,31.352,34.4137,37.8313,67.851,-3.9103,0.6857142857142857
324,2013_Iona,MAAC,34,20,114.117,106.2257,0.695096,52.147,51.6286,17.127,15.0,64.0,19.3209,32.8128,33.4245,32.726,32.279,50.455,49.123,36.753,37.5315,36.667,34.9239,70.09,-5.7132,0.5882352941176471
325,2013_South_Dakota_St_,Sum,32,22,111.138,105.0234,0.6591106,53.324,51.2269,16.412,13.0,64.0,17.131,28.9264,26.11,33.0252,24.43,50.455,49.8255,38.912,35.8262,36.377,35.1245,62.6266,-3.091,0.6875
326,2013_Harvard,Ivy,29,19,106.794,101.3154,0.6455112,54.314,49.2196,20.8224,14.0,32.0,20.9115,25.633,31.4148,49.62,31.265,51.535,48.9225,39.88,33.3139,33.9151,28.436,63.4233,-2.583,0.6551724137931034
327,2013_Pacific,BW,33,20,106.1109,102.5178,0.5967133,50.589,50.0231,17.85,15.0,64.0,20.0169,29.225,30.8123,37.7115,39.3255,46.8201,48.0192,38.912,35.4243,32.319,38.4321,62.028,-5.0117,0.6060606060606061
328,2013_Northwestern_St_,Slnd,28,19,106.2105,103.3196,0.5787137,49.0141,47.8134,19.213,14.0,64.0,21.773,34.868,37.3336,40.362,40.5275,50.068,46.814,31.0289,33.917,29.8266,25.81,71.71,-3.089,0.6785714285714286
329,2013_Albany,AE,35,24,102.6162,100.4141,0.5636145,49.6112,48.3157,21.2247,15.0,64.0,19.9174,31.7166,28.244,40.067,27.823,46.7207,47.6175,37.048,33.1122,32.9174,34.6233,61.9281,-4.311,0.6857142857142857
330,2013_Western_Kentucky,SB,35,19,101.618,101.6162,0.4988166,48.6159,47.914,22.2288,16.0,64.0,20.8125,34.868,30.7117,37.6119,37.822,48.3137,47.6175,32.7223,32.49,36.279,31.311,64.6182,-8.1189,0.5428571428571428
331,2013_Montana,BSky,30,23,103.0152,103.1186,0.4988167,52.931,48.6165,19.1126,13.0,64.0,18.3267,25.1332,30.5109,40.654,35.917,52.025,48.0192,36.462,33.3139,36.279,30.275,62.6269,-1.267,0.7666666666666667
332,2013_James_Madison,CAA,36,21,99.9212,100.8145,0.4752178,47.6219,48.7171,17.229,16.0,64.0,21.1101,29.6238,31.1135,36.8146,39.2252,46.2227,46.9142,33.6178,34.7219,32.4185,34.1203,62.8256,-8.6193,0.5833333333333334
333,2013_Southern,SWAC,30,20,96.9267,98.2103,0.4622182,49.1135,41.92,16.819,16.0,64.0,20.2153,26.2319,31.1135,40.362,34.9143,46.0234,40.52,36.753,30.019,34.9121,30.379,63.6222,-5.5127,0.6666666666666666
334,2013_LIU,NEC,34,20,109.658,112.533,0.4250195,54.412,52.6311,20.3192,16.0,64.0,18.426,35.259,33.5249,45.61,31.671,53.112,51.1287,38.023,37.2308,33.9151,30.995,67.946,0.0052,0.5882352941176471
335,2013_North_Carolina_A_T,MEAC,36,19,92.0319,97.076,0.3540225,45.7289,45.239,22.7305,16.0,64.0,23.424,29.8234,33.2235,42.629,41.1281,45.426,43.436,30.7301,32.075,37.063,38.1316,65.5133,-11.3222,0.5277777777777778
336,2013_Liberty,BSth,33,12,101.6181,110.8314,0.2687262,48.5168,47.8134,19.8159,16.0,64.0,15.1342,29.0258,32.6198,38.41,38.524,44.9276,48.6211,37.048,30.94,34.6134,33.1174,64.419,-15.3302,0.36363636363636365
337,2019_Gonzaga,WCC,37,33,124.41,91.08,0.97321,59.01,44.27,14.914,1.0,8.0,19.0137,31.576,26.8106,35.3103,25.92,61.41,43.46,36.377,30.42,35.3262,34.952,70.353,7.212,0.8918918918918919
338,2019_Virginia,ACC,38,35,123.82,91.19,0.97142,55.219,44.78,14.711,1.0,1.0,17.5235,30.4101,25.45,29.1277,26.321,52.574,45.722,39.57,28.93,39.5149,42.5298,59.2353,11.12,0.9210526315789473
339,2019_Texas_Tech,B12,38,31,115.917,86.41,0.96703,53.555,43.02,17.712,3.0,2.0,22.812,27.4203,28.7199,32.9185,36.6269,52.869,41.92,36.567,29.712,36.0242,40.324,65.926,7.013,0.8157894736842105
340,2019_Michigan,B10,37,30,115.323,86.82,0.96344,51.6126,44.15,13.94,2.0,16.0,18.0202,24.7282,24.832,27.5308,24.19,51.899,44.311,34.2175,29.16,39.9142,30.13,64.4324,9.26,0.8108108108108109
341,2019_Duke,ACC,38,32,119.68,90.46,0.96185,53.652,45.09,17.5108,1.0,8.0,19.4108,35.614,29.5235,33.218,24.08,58.04,45.018,30.8326,29.914,37.3209,35.055,72.219,11.21,0.8421052631578947
342,2019_Michigan_St_,B10,39,32,120.67,92.313,0.95616,55.219,43.94,18.5169,2.0,4.0,14.9342,33.926,26.491,33.6166,27.54,54.338,41.92,37.83,31.635,37.819,37.2129,67.1202,10.63,0.8205128205128205
343,2019_North_Carolina,ACC,36,29,120.86,92.614,0.95517,52.978,48.986,17.28,1.0,16.0,18.3177,35.316,22.87,30.2255,28.46,52.191,47.973,36.281,33.5118,35.825,43.832,74.54,10.04,0.8055555555555556
344,2019_Kentucky,SEC,37,30,118.312,91.07,0.95338,53.074,46.622,18.618,2.0,8.0,17.9211,36.88,25.554,41.914,26.826,52.965,43.67,35.4113,34.317,29.6341,38.6183,65.3292,8.87,0.8108108108108109
345,2019_Purdue,B10,36,26,123.54,95.631,0.95019,53.652,49.094,15.824,3.0,8.0,18.6157,34.52,27.0115,29.9264,31.7144,51.5108,47.256,37.443,34.216,45.532,43.2307,65.5282,6.117,0.7222222222222222
346,2019_Tennessee,SEC,37,31,123.53,96.542,0.94471,55.318,48.148,15.824,2.0,16.0,18.0202,31.672,30.226,33.3176,34.9232,55.422,44.714,36.761,35.4232,32.2324,40.2235,67.3194,9.85,0.8378378378378378
